,yelping_since,review_count,average_stars,user_id,name
36653,2015-10-26,14,3.71,TKih3PVrJDx0JS-HH8VcNQ,Lauren
36688,2011-06-15,111,3.86,iFmMV7pHYqhqpK9Ctm4xQA,Amber
36691,2009-03-13,11,4.0,3-nNfXV5-LBTsy5z8CLdaQ,Frank
36707,2011-03-21,111,3.42,ukTqKLMXzZYG2X2e4Iyq-g,Tyler
36710,2012-02-05,26,3.07,DKQzzuYXzO4vtICsLZz6WQ,David
36741,2016-01-06,41,3.57,iWlA2RNKx210Ivce2s8XVA,Melissa
36749,2013-01-24,54,3.64,9fyykvhqSR0BS54JprYh_g,Jessica
36751,2012-06-19,5,3.2,t82N-8OfEPP_j-k5dzjEuw,Clayton
36763,2012-09-07,27,3.53,t7LR8zHmLKt0Cp8tlyInnw,John
36767,2010-01-25,346,3.66,3uWCWMWcrn8YSH_qBvlr6w,Danielle
36770,2012-02-22,25,3.32,il4pARn-6muHdOneCf-4BA,Rajanandhini
36777,2015-06-19,6,5.0,WJpdnVbZPFhkcjB7o1jGrQ,A
36780,2016-03-20,1,1.0,D0a5c5933flqjeXEUke69w,Bronwyn Anne
36790,2011-03-10,15,2.8,EpQk2-vV0K0edFnPNvuZ1A,Adde
36798,2009-05-31,16,2.71,icqY1lAj3NvhLXkMEjdeRg,Chetan
36815,2011-10-22,11,3.27,TbB0mfwMuezOrDt5h0bSFg,Ernest
36823,2012-03-23,6,4.0,1MzZG5ZarwG0sk0NLHBgDw,Ann
36825,2014-09-25,22,3.27,bt_ZB8UvrfB33CbdMPAAZA,Sherry
36844,2013-11-21,3,4.0,t2JB6C00E1WebU1isxsc8A,Justin
36870,2012-11-07,7,4.57,iOgyM_6iazXoKp7egFkygw,Jeanie
36876,2013-10-06,24,3.96,zuWTUoXSpUfTTURGfvvveg,Adam
36882,2016-06-29,7,4.0,0Qz0qD0PQ8E_UUG5qqTQKw,CIndy
36883,2009-06-28,13,2.31,60Utmhej11CHNOApyi0-NA,Shawn
36890,2011-06-29,3,4.33,J4Jdz9i9dMoRAcs4C-ZmnA,Jeff
36907,2014-11-02,23,4.52,ywBdkPkMsdvhAiTjJN6cIQ,Salina
36911,2012-11-24,22,3.52,9ydq1GlwsUlEACfhL5XLog,Adam
36920,2011-03-06,31,3.76,M4mw2O7cGDyY_H1U8PF67w,Yosh
36935,2009-08-20,71,3.14,9lqWpPq1hBRrhIzOdH3NmA,John
36959,2009-06-16,20,3.65,t5HrTANC5oVeVNRqe42bVQ,Kousha
36960,2014-12-18,76,4.32,KJXljwiDdKduoMVbfaxIGQ,Jass
36965,2012-06-23,23,2.78,wnRv7PRPZ0jU_flnGJnYAg,Mark
36986,2013-08-19,4,3.75,-zN_ap4Hf668TEDk8Mefcw,Tracey
36995,2016-10-16,3,1.67,19GGF2SmN3qjkOZqECuAkw,Bindi
37001,2015-02-09,36,3.44,ntuYgYgQEMj2-skkch2qQw,Carol
37005,2011-11-12,29,3.54,z97apzYAjXI-592ONz7b6w,Brennan
37040,2011-11-06,4,5.0,3s-1-ddx9brKvWHf2vNBIg,Richard
37112,2014-03-18,28,4.04,qSQh2XCDQf5NCVRffl_OHg,Rach
37124,2013-07-14,14,3.14,gE8eqbDp5BW9rwimx7O5Dw,JuDee
37129,2014-12-19,3,4.33,Kj8rXSpMQlFOP2iWN0fXYA,Terri
37148,2015-01-20,2,4.0,u6i45E7VMR7KJCf-mg2K3A,Art
37156,2012-12-17,34,3.44,r52hFsZ0bsltvpZCE-H6EQ,L
37171,2013-04-30,3,5.0,ZPtF8gWgjrnSfmHga0cexQ,Kevin
37179,2008-09-07,7,4.63,whIH_g7Lvod48QS4dKZaDg,Sofia
37188,2009-09-17,81,3.72,kP2U1s_sjQfHO9grxiyDTA,Dale
37196,2014-06-15,90,4.64,waOksCCfPly5eRGq69xHQQ,Nicole
37203,2010-05-07,507,3.48,fAfGwjh5A_ydd0A4ZdGenw,Kent
37243,2013-05-21,8,3.0,_gQhmMBW4v0IsHy-xAkE0A,Kayla
37248,2010-03-17,40,3.34,gudiDT6z895pfb9A6H0Oqw,Angel
37251,2016-01-30,26,4.08,yEqhK3sjT-KMeiSwiEWELQ,Hap
37259,2012-06-25,9,4.67,Ah7AfP2BRKB0gGjfIKye-A,Sheryl
37266,2014-12-16,5,2.6,17D88AfO4tuhTBhOylh70g,M
37299,2016-03-21,3,2.0,uHwiwnGLlr8VI_Hhbu-sVA,Manraj
37300,2013-12-27,22,3.05,TTfOklJVcvkq8ZdIZJpMGQ,Michael
37317,2013-01-28,44,3.87,3x1x9EoCDo-Niawysv3tJQ,D
37323,2011-06-21,58,3.1,NSaZ8hBHkYHIA4o8Tq6tfA,David
37339,2009-07-24,107,3.02,YgC5A_oMsF4n7zOcSJ55tA,Downtown
37347,2015-07-20,60,4.08,5RzaaDk2jrfLtaP78liFxg,Dan
37358,2012-01-02,25,2.41,AuTgb6rJsT5J70hPJSTIeQ,D
37377,2013-11-15,5,3.4,PdFTe6MVzVDzrxmW-WpoCg,Bill
37379,2009-04-16,360,3.77,X4cwQL_JZZnAUyCbOwz3pw,John
37383,2015-02-01,10,2.82,_9qygT_Acfun9ZaQ4KdEGg,Amanda
37406,2013-01-14,17,3.53,xxZzVUgxAEkzN9SMJbhIaQ,Jose
37409,2012-11-05,26,4.14,7eHPU0sY20Rn9xu3wl5muQ,Nitza
37415,2012-10-03,41,3.66,JZcg3hKxNn4BaDijN8gAiw,Ryan
37427,2011-08-15,207,3.38,LmWO_u9v7e1vMJlNykjUoA,Justine
37434,2015-08-08,8,4.0,87MesQgdhmZfb86AocfkQQ,Connie
37446,2011-11-09,37,4.03,4Hh6p6yof-k9JBRouwxPNQ,Alison
37456,2013-07-04,115,3.36,kRSm3Y3DdfIM7etuY4APhg,Tiffany
37513,2013-11-06,41,2.09,BeKdePhlBKQkVcHsc8MOCw,J
37529,2010-01-19,11,4.0,YRBvDNPiGCTbvKnGRSZ4ZQ,Robert
37534,2014-01-01,6,3.33,DgPQbWOuphFoTrjrWhJFeQ,Akhal
37536,2011-04-13,98,3.61,pmeGrUv6S22pf38FTRYCzg,Ashley
37545,2016-06-28,146,4.15,fP_BHT5kAytx1k0H2Erg2A,Jenny
37554,2013-10-02,38,3.33,Qv9DZgD5-drXLvqWJK9Jtw,Sara
37559,2009-11-22,42,3.81,k9iqO8atK7BC4f8RcSXi-g,Esther
37560,2013-12-30,29,3.65,ijqms-7AVFOziAovdQvo7Q,D
37562,2010-02-24,6,4.0,goi-IbaYtvETxF3iMgzWJw,Neil
37575,2016-09-27,2,4.5,ZZDAWf4ItmIFxUBO0vL_aA,Pramod
37576,2012-12-02,3,3.67,7hFOYQwREGZgyBvz8r23xQ,Mostafa
37583,2011-07-29,40,3.02,0LJOF9YPt-nSDcBhPndjsA,J.
37611,2013-11-06,11,3.55,pdb9RfUnjKCwQUHHjtvyWQ,N
37641,2015-11-16,5,2.33,_OMjzvjGuBM8DHwViAkQcA,Kesia
37649,2015-09-06,14,3.53,Sel7fM2R0mf8x4_Ip3zA2w,Elle
37681,2014-11-28,10,4.1,EU-hvulbISe5NJnTI-JG5w,Graydon
37726,2012-10-25,12,4.17,Utb1xgQ_2d6SewH0DjJP4g,Paul
37742,2017-01-31,15,4.65,p1CVnS4CwYwCk1Ll8ykSYw,Gurdev
37743,2015-03-26,5,1.4,2lsYHR5unaIqkNwIgpJnsA,Coco
37745,2012-01-25,8,3.1,CYAkYUjKTycDER_l80qP0Q,Luana
37752,2015-02-27,14,3.07,7aeRdJ6PwN4YSM3qLwF9oA,Vee
37762,2013-08-11,9,3.56,_2y8xSkvhOBkxheABObI0Q,S
37786,2013-08-13,19,2.76,ZMP8fRHf-Br2wgAoqQhVUQ,J
37844,2012-02-16,4,1.2,9sPMtewBebtQ9fr7MKUPAA,Siddhartha
37852,2013-04-29,33,3.63,Tbr5YHoLq1IlP1QkNZ2EeA,B.
37867,2016-07-08,1,5.0,I-pg_6xB5BmDV2DBbJPZ1A,Renee
37879,2012-10-07,25,2.76,nAgxDVatxnbtLUHt_SBDUA,Tom
37981,2012-04-15,8,3.33,6EcScVPcKNHem4CY02Nkrw,Sam
38007,2018-05-31,5,4.4,ADbljK42D7_jzmpvJIy5Ug,Siva
38037,2015-02-21,27,3.5,sL2sxYwh6dBI5CYerNpfag,Alex
38064,2010-09-06,4,4.5,Wb2R_knsauAAZ_bQuUcJVg,Harjinder
38071,2013-12-03,15,4.93,ZoP4vYS7EhLMKqTAFPzezg,BK
38118,2016-03-28,8,3.88,pP4G-l_Y5HZHWBv2EGOMyA,AnkarClarissa
38154,2016-03-24,5,3.4,udpY6j_IlCO6CwHj4uIxVg,Daniela
38165,2012-02-17,15,3.07,zl6qhXUE8YiMrMD6x5mDtA,Foodarchon
38216,2018-02-24,5,3.4,NAkZn2GBR7OHP6mTxqxS1Q,S
38257,2014-08-24,4,4.0,GcV-CcfxfaJePvJTHof6og,Erin
38303,2014-06-15,6,3.5,CHE5MFxlhegcamcB4_98Jg,Ir
38306,2012-03-26,20,3.29,gzdp77SYCOSenOE3xfayyg,Stephanie
38328,2017-07-31,1,1.0,V3ojXzmJlBNN4UzKLjsmfg,Real
38342,2014-01-18,2,4.5,vld2saeqUWcgYnYszlC6GA,Nicole
38343,2015-05-03,10,4.6,9AYH6REwRh6H4AQVTqXhWw,Erika
38356,2018-01-20,3,5.0,MEfTmIZE-Ctsvk197zuVIg,Maryam
38367,2018-01-23,1,1.0,fHa6g6yRcRQr9spawcgKsw,Hunts
38417,2015-05-07,6,5.0,0t0sfyT6aS5l-vevrEAWoA,Justin
38439,2017-02-26,11,3.27,ar3VYSzMjjbgqlE0GnWcHQ,Tonya
38461,2016-03-03,7,2.57,RZlXo9yNoRbGCNt3lqdp2A,Banu
38477,2013-04-25,13,4.23,e385Uzkfpm3eO67JGvqjqQ,Matea
38483,2016-04-14,8,4.25,ORywWni-yUP2nNjWtONBIA,Paul
38515,2016-03-23,6,4.17,S_k7flKUOwEQXK4yPQGJQQ,Natalie
38540,2016-07-02,33,3.21,lKbwTDmxrnIPBfw0SlEdrw,Chucky
38550,2015-06-27,14,2.53,qrrUJ1GfZ9Lh1ni5v6yARA,Joe
38555,2016-01-25,10,5.0,hREfyJa_FkfcVvUmI80kEA,Alethea
38559,2014-06-07,5,2.8,F_ds0sd0mkSUH6oUqB9etg,Kevin Fa
38615,2018-01-20,1,5.0,lddLc8LyYDqGxVhCIMvBxg,Azhar
38621,2011-10-11,12,3.58,xYdfFyCUo3fdx4QxXthmsA,Kevin
38628,2011-10-04,4,1.5,0w7HS6npMJy1GqdsWGIzSQ,Kim
38631,2012-08-25,3,4.0,mjgstlt0loJzFt8mgSRIaw,D
38666,2012-08-27,3,5.0,LWYsohQmEL5tWuIf9ECVew,Emily
38670,2016-01-14,6,4.0,ntUU8na8eckV33ENjjG5Sw,D
38672,2011-09-29,8,2.63,-MKLK7x8yLN_HasglrpXow,peter
38689,2015-06-27,17,4.12,sxJ0GBHs49VePpqTJfwmGQ,Sarah
38695,2009-09-04,28,3.65,3wDOPxLm04WmhU4392vDWQ,Amelia
38705,2014-12-07,30,3.78,os832o4NXDKxcTYEBN1Mmg,T
38708,2016-02-21,5,2.8,lnpxSFKiUfUHFgTkRW7MTA,Emely
38720,2013-09-06,6,4.67,SbYxTSxBxuJiu7WgBPb5TA,Helen
38738,2018-01-11,3,4.33,ClRKJpZ8p5d8J1THZEIRkA,Jessie Tzu-Yu
38752,2016-03-16,10,4.0,zJFtcbxPeWZfA-cYtt0WTQ,E
38769,2015-11-30,26,2.85,6PSC-Nio5BCw-3B4TMPBdQ,Os
38876,2012-01-14,82,3.11,XXxrsJ3KpTFybcBFpZLYiQ,Nathan
38900,2008-11-20,44,3.8,gJ5_pvG4fEasY47w747_9w,Connie
38906,2009-05-11,21,4.57,GXbT171b28gukDf3B6p0Vg,Richard
38912,2012-12-28,47,3.52,qAww7qLElXaZDmHSBz2FfA,Adam
38931,2014-04-18,14,2.83,ryouxz5_ku5WwZ-s810DGQ,Felix
38937,2015-04-05,14,3.93,pgZ-HE59xn9cCWAFE-6pig,Joyce
38948,2013-02-04,22,3.7,4GJkco-djE-RKiUfAJxqrQ,Lauren
38951,2014-02-23,14,4.07,FLEhG3Rjf7s-IoIvNJSbew,Joya
38962,2018-06-06,1,1.0,4plztI7nUmKLcb4x8e0oPQ,Vince
38963,2017-01-13,10,4.5,UlqNtsrUSrnotPLcF-uDCQ,Lisa
38983,2015-08-05,36,3.97,6BShdhqPqG4ZETsnmpULpg,Stella
38988,2015-08-25,7,3.75,LWeH_XEdFqiaH6t4OYlOfA,Jeslyn
38996,2012-10-19,6,4.33,LCLiywglEoP72fB4KSuzVw,Karyn
39009,2016-07-09,43,3.58,bgS3hxkpXa-Y4U1evSMCJg,Nathan
39014,2012-01-23,246,3.18,x2R9E7qAAQXqocmypVF6WQ,Avril
39018,2015-04-08,9,4.5,0JmYSk3oMP43C_fhfUxbVg,Adela
39032,2016-07-27,20,3.52,FQ8elx1MfgcjxP8DJ1Un_g,Foodie
39041,2016-04-27,1,4.0,CaMYqShy2fnU1OOkmk34EA,Gln
39050,2014-09-02,690,4.01,-rw9_TTO1XN4qD6-ex8yCw,Emily
39054,2012-12-28,52,3.63,ldbQ6iN7PYZl-1YCATvUSQ,Christine
39103,2016-09-14,4,2.6,VfdtJugA9M6nPUD1IUbtwA,S
39104,2014-07-02,1,5.0,f9Mwp7GCqvZ1T9c7yE23vQ,Pat
39107,2011-01-18,59,3.22,vZ3PPPHceNasGNIGJnVvyA,Ralphie
39110,2015-02-20,74,4.08,FEKZt4dteWPGNA3ZiX1EBQ,Jeff
39111,2015-08-24,47,3.87,hWnAxDhsgW_6fYsh9hzRnA,Jeremy
39139,2012-01-30,4,2.5,-Tu4SaerezBGJGhU4HUfZQ,Cristina
39140,2011-06-12,160,4.1,XNs2G2K0LFMmaP1ceUZQfA,Justine
39147,2011-07-05,78,3.24,0M-TGmYAdK21Ds-NAiflnA,E
39151,2012-07-31,18,3.56,R7njbXSDGIh-Cd-s-S2aMg,Robson
39179,2018-06-16,4,4.75,-QxcD7S70uEo90kJfoiwSw,Lauren
39188,2015-11-16,67,3.2,sB4C4cd8k1eNmOyW9FwbQg,Lyle
39193,2012-09-11,75,4.12,kELk-PTS46BdY8vWxnOwRA,Wayne
39200,2013-01-27,9,2.78,mxgYt354k6sLDFXxMOnesA,Chander
39208,2012-02-17,535,3.15,m7z-tX6XDZ27xGhGjnI21w,Tiff
39220,2014-03-05,125,3.8,e8K6xeRNT6s8kBw44uECSA,Rob
39223,2012-10-24,4,4.5,yojR2Otv6kNTwkH8MLdsLw,Raeka
39231,2012-07-06,30,3.13,atj9kOPsfsA05O1u2nbgHQ,Navjot
39248,2013-03-23,64,4.22,b_akRD5zCY1rKckETyttDw,Ellen
39250,2011-04-07,52,3.98,1pFTNtr6HZO59wz95zKS3w,Alice
39254,2010-10-30,102,3.83,SML6__mXgEbA4DZkVchruA,Dyna
39259,2013-07-05,53,3.83,MM1JuopftgnwYPPC4SffHA,Kevin
39260,2011-07-21,229,3.07,cqagyVkvbBB32agnJsIhVA,Ephraim
39261,2015-04-21,14,3.43,WsmFzPMDdcAZLI_LYoD_lg,Adi
39269,2012-08-08,49,3.57,uyEIiUd0qGkZySz4kbA0uQ,D
39286,2013-02-05,2,3.0,YmsLfUIOayH45pjaT77DDg,Asal
39287,2012-11-07,8,3.63,xmk9fJvUqPK4MgwRp5nGnw,Rick
39295,2013-01-14,12,3.85,JOBH3vv409S85yFEjbbnzw,Eric
39301,2013-11-25,56,3.57,WhdFitQcso5J0AjbyRzhhw,Dimitri
39322,2011-04-23,92,4.13,jG7130OQWiftvHhtyabsog,Jason
39331,2014-09-05,345,3.46,dy2dCDIUImTMsj7aRugAFQ,Ara
39336,2010-12-21,119,3.69,oiBG_9xY4E4w4JWTCQR9sw,Ten
39366,2013-10-03,35,3.37,8l6mJUy1jMEjso7iMQHHgg,Janice
39403,2009-06-21,80,3.77,TpyOT5E16YASd7EWjLQlrw,Jenny
39412,2011-12-21,19,3.48,3E2PEPNW2oCEY2HYDjwUYw,Liza
39420,2010-01-15,9,2.8,lFiRfct8K48PU3JZhSfPLQ,Bee
39471,2013-07-20,21,3.58,HH_qE5FixTanJ8IS94rDng,Sarah
39498,2011-07-08,13,3.77,-KzgAwfsIyRbh_shFZTSPQ,Graham
39524,2017-09-25,10,3.8,wjp8gnWbf4DMi6oVUP747Q,Rob
39528,2013-12-06,17,4.05,3bkzeiG0i4HJgND9b4UB7A,Fredde
39543,2010-04-08,1,2.0,Axwg-4Xk_PEk3m01h-1vVA,Kaylyn
39552,2014-12-02,4,2.0,oS7pEnwNSwCqV65s_Y9GWA,Hank
39564,2012-03-18,18,2.83,OYRBCzDktgkS953YthsVfA,Nellie
39568,2016-08-25,6,3.5,ziahQUjechK1ZTcFWq0TVw,Michelle
39573,2015-04-28,3,3.0,85GEdswzWHDBuPTI_qsdsA,Alexandra
39611,2012-05-18,36,2.78,ZBqNftYtyiyfF0cMjnS1fw,Jay
39625,2015-03-29,5,3.83,9Nq6jgFpX0lw9hmibQP1Rg,Hannah
39627,2013-04-21,18,4.0,hLGNps4oavRTkuqVPZbWvQ,Paul
39634,2014-04-27,4,3.75,-fRI6U782RUd4Y8CYHBYeQ,Nava
39656,2007-01-17,31,3.36,MkAGikFT9ffLGvyuoTjUWQ,Antoaneta
39680,2018-01-13,6,4.33,tiCZuZUzus8A8TZOhvCTtQ,Milah
39724,2016-05-13,13,4.62,evniYBtx2OFsiL8F20HayQ,Ayeshah
39759,2014-04-18,28,3.04,X2FKoMQOkGr17HOdqo6B0g,C
39768,2014-10-03,12,3.08,MfwaL4gEaVpMs2IXydcuyQ,Rolou
39788,2015-11-18,8,3.44,4WYt7P5anQ8XAVaayIDtpA,Viola
39796,2015-04-06,6,4.67,lXraUPY2hZ2gaw5B1lCMdA,Phaedra
39798,2016-04-06,28,3.13,MeUMYrCEITV5gfmT_7PIvw,Jade
39803,2015-01-20,91,3.91,ZXae3RfkH1LnKX0UjXNj3Q,Bonnie
39814,2010-08-03,22,4.86,qrh9MDOLmBjDmsDG9Du_QA,Joseph
39820,2015-11-15,6,5.0,pMYzxCwRkckRRmbtQpKeSg,Lilly
39832,2015-12-28,3,2.67,h5we0AKNueoyOrFl3zB7Pw,Wally
39836,2013-11-16,36,3.95,YUrMj0-zS7jejLHEfPF-VA,K
39840,2015-09-09,11,4.42,ScjbNNi0dkly-oms-O_EvA,Yushi
39894,2010-06-10,66,3.84,i1Z3NOdcuY-JuP2fJEsQbA,Vivian
39919,2011-08-15,400,3.8,gS4QCL6j_umAyfJXBGAZJQ,Maheen
39941,2015-05-13,14,2.43,vFJhJ0MuvIMpEAFFWZ3kow,O
39951,2011-10-16,148,2.44,6cW8GuKZyFjpg29djEJoPg,Protorontonian
39960,2015-03-01,16,4.19,zg6bSaPVoDVLN1hqKF9WuQ,Andrée
39963,2010-05-25,12,3.69,mls0xzkbC0eqo4kqjm974Q,Emma
39966,2009-12-31,132,3.11,uEEcEP_48tYFq7PabMBP5g,Mii
39972,2009-09-24,205,3.31,rrCvRjWHB0joS557FsWTog,Myrem
39979,2013-12-12,6,2.5,DuHmikXRwp7bvul2vtlEnw,Andrew
39994,2016-09-19,7,1.29,9w0KZojnjdnGaZ7y9G1keQ,Michael
40002,2010-06-29,16,2.94,vKTuZVcOrgLQ9j9Br26I1g,C
40013,2015-11-23,15,4.13,5jjCyuuxoLYlQttUyN9w_w,Stephanie
40031,2006-10-18,238,3.22,js2Jy7YMFNCyhJhGoV4Rcg,Scott
40043,2013-01-13,6,3.43,SRd46D2CQLBIy1FOemlRIg,Kamyar
40058,2009-12-07,73,3.67,FRj2bwwFoXGodqKXS-PGMg,Lily
40074,2014-12-26,13,3.31,yEE7cFJNqY_VqKT--gDvfw,Amber
40090,2010-02-17,135,2.81,sbfaRkf72cgptd9xKfMgBg,Sheila
40107,2018-02-05,1,1.0,-IZdcscSe8ceqilFslchOw,Me
40137,2009-08-09,34,3.69,q__dqxGASON4Ad19diIubg,Will
40143,2015-04-05,69,3.58,rpWNR-hbny2xb3QH65rO7A,Chatele
40148,2016-07-08,18,3.83,ucq2Seqrr4dczu_1V06nQw,Mark
40150,2010-10-18,9,3.0,vBxoMcGQfLvFyLJ7sfcvPw,Owen
40170,2011-09-19,92,3.35,KBVL9aPlcLVwqyFQ__EeIA,Kenny
40176,2013-02-24,7,4.14,-kJXx2eNNM7J1uWj3gjk5g,Julia
40188,2011-11-19,32,4.13,k2ZRBr7gbkt9mUHmeI_Ktg,Henrica
40235,2016-09-29,10,3.44,i_KyjcFgohfKjOPa0nVtsQ,Shee
40258,2015-02-28,1,1.0,yBzbFZznnxJykdw-Vl9Nqw,Ghazwan
40269,2008-08-30,79,4.52,qwT-Nf4lbmrJZ-XrQ3ucqA,Jim
40270,2013-10-28,203,3.58,mLeMygUVo3j-RgP5XJQi8Q,Jennifer
40277,2012-02-10,8,3.5,uDW5tlKO77udxP2tetgBlA,Andrew
40279,2016-05-21,3,2.33,wWOM2NeH4IvCsbnfgBheTw,Sara
40334,2016-07-22,1,2.0,UTStymK-wAXA9b6SDmEXhw,Katie
40359,2014-05-28,58,3.47,eTqkngyxFIIoLKm1hq50bg,Jonathan
40360,2016-04-18,37,3.69,6CJH02szdh-aX_gmt-9ehA,Steph
40361,2012-11-06,2,4.67,-juDpK8E36FPdy2kTZdZCg,Alana
40395,2012-06-20,3,1.0,kl9Y-scTjWnI74ToVSf_qQ,Steve
40396,2013-09-14,33,3.23,sgvaLpAX9TawCdUd_QPJKQ,Laura
40411,2016-04-09,16,3.83,2dshzGEdkVbd9A7QQUnQbg,Lisa
40448,2011-11-29,38,3.29,4L3W45S-ssdoKevuv5ykVw,Reem
40469,2017-01-01,3,5.0,sLatQxobm9ZHMtjp1Q7rGg,Funny
40473,2015-11-20,23,3.39,a-hfrSiaE1jQmJz9k8Fwgg,Erika
40480,2008-08-24,3,3.67,gNMBTNTv89biFTGeUNLXrQ,Aimee
40494,2017-04-20,5,3.83,60XCi4FBWhhHgdZjysT7IA,Aisha
40502,2012-01-29,16,4.25,ESzlctQO1ilqvRDeeJxsUg,Amira
40506,2011-12-13,79,3.51,8-GTQbes8cfy5QRpjVy7bg,Mandy
40527,2014-12-30,7,5.0,peLRd0QRcVaejjJ0nxBfdw,Anya
40528,2013-05-12,26,3.27,AdwIIWT6JTxKcGWkm-Wm6Q,Bee
40531,2014-04-10,10,2.4,yQIqGFwS8xPV028hmKlV9Q,Shawn
40543,2015-05-19,10,4.18,RNQVVPL6CZocjlGxg86O4Q,Michael
40570,2013-04-06,17,3.37,LCr6TlHMhbzvH-KF28-vRA,Kai
40580,2011-11-10,29,2.77,Q0GKHQRTjeA04RNsMEf9Uw,Bobby
40582,2012-11-12,11,3.64,yD7brX7rSa2_z1n1demRig,Rachel
40585,2010-05-10,287,3.59,RoJCMSycQZGEefAh8-OHJg,Veronika
40624,2009-05-11,8,3.38,WfJ7ygyjkCBqcRSp_B80iQ,em
40646,2015-03-08,72,3.84,DnxNj6vV27_rMLO0_oRHjg,Stefani
40648,2011-11-05,311,3.27,HWLr60IBXAy9HD23W3Xmfg,Lesley
40661,2014-08-02,60,3.58,tpI40L14ncKqlXKtU8zCzA,Kelly
40673,2017-11-19,10,3.92,f9w3rR7chbZESI-eqV0pbg,Angela
40674,2016-05-02,97,3.51,2_J91lZzqXOYyYeNcVd2YQ,Michelle
40681,2015-07-13,65,2.87,GuHZY2v3UkBVT35kIQPsWw,Doug
40683,2009-10-24,523,3.46,8HCEPF0IflyB690Q745fKg,Steph
40702,2017-08-08,1,5.0,xj_ZPJJsbe7dtxGF8X9Pxw,Olena
40703,2011-08-10,158,3.63,MdjsjgFRXf1g5nIxSL-1zQ,SB
40750,2009-10-11,28,4.07,QH2RuzLOo5i6FYO7Cg42hQ,Paul
40755,2013-09-16,115,3.65,wu-ijx0ZiBThoc9tRHf_Hw,Kristen
40771,2016-02-15,69,3.76,eNF1jV-XH4-IvyrYsL4VwQ,Wilma
40775,2016-08-27,8,4.13,P6RX0q-QRG6xgW23Mf3g2A,Kenneth
40791,2015-02-17,26,2.89,GlvkqJERtnd59pKzOd0YZQ,Jay
40801,2012-11-13,52,3.05,pmC4fNzLpbcz5U-90kPFyw,Hayden
40808,2014-08-15,20,3.32,efcIgyToLWbowux7DHjPTQ,Hanna
40819,2010-10-17,6,4.63,cs1YRag62DbGHYr2WwIiAg,Jesse
40822,2013-12-09,2,3.0,kNR_P38GZ9bKJ_9fIAq64Q,Lauryn
40835,2012-07-17,13,3.4,yN5uMfhbaEBRLUn8aiPZhA,Eunice
40839,2009-12-12,41,3.98,K_AZVHxn5SSeO2la3pZMFA,Thomas
40845,2013-05-09,23,3.43,rQgAlq7MnAtLV9X15buYEA,Ktine
40854,2012-12-23,14,2.79,etmKrZQYNtg974VpPs54mg,Sam
40873,2009-08-31,13,3.23,4Z-VUVl7W_kfGjKOrjLDfQ,Lu
40880,2014-03-13,3,2.67,rp0IsBuDAOlz0MdS1T5ifQ,Imtiaz Russell
40886,2011-10-04,47,3.14,BWFv3eb2mzH3ZjLos9tBTQ,J
40896,2010-05-08,11,3.27,LtjChmQsDkeVKvPJ9ocxMw,M
40902,2014-02-08,8,4.13,ZZXOSgeCk_l2sWQaptCVzQ,Samantha
40911,2011-09-25,208,3.83,dmXpg_unok3cL3eW3RI0fA,Karl
40919,2016-07-01,82,3.96,vip_-l5LZeUXAcna9mxAHA,Lisa
40925,2016-04-02,56,3.41,EmfYZX7mfTUB37gSjpcrAg,Michelle
40929,2010-07-25,22,4.4,E3zV5gH_NpTyf1FWv0r-fA,Tara
40931,2013-11-25,31,3.74,h3s7sE1fLpoanwk_2f2QYg,Emma Louise
40934,2011-09-30,52,4.28,WoxpT5H2TDroi7hG7GqFTg,Stephanie
40937,2015-11-25,3,4.67,6NOd907FGtETbGdr2RXNIg,Sarah
40940,2012-08-22,13,4.43,9FQWQjg_xJs2Kk4AKSA5xA,Karen
40947,2014-04-03,9,3.1,vHAaNLDkmDUIYUXfUMmDNQ,Arnesh
40949,2015-04-02,67,4.4,ofS7M8HgmXUy6_OrZUL5lw,Meredith
40967,2010-04-20,18,3.61,yal4DmwfyKpTm6GzKwnjNA,Nikhil
40970,2016-02-19,9,4.11,xgBePEV9y7FP-gH9t9V9_Q,Sarah
40974,2016-11-06,2,3.0,6KInQUdp7kfKsw0DtD93kg,Kevin
40977,2013-07-18,9,4.0,8d9zkNPImkf2VfugQXwQVA,Bradley
40979,2016-04-22,29,3.77,LRjTus5z3Awibr1yib8Adw,Lin
40988,2016-10-19,76,3.5,6fYQEU07stJP0KAfCWiLdg,Rebecca
41009,2010-01-16,289,3.71,YOOsYiXGEtGFX_wSeZNcww,Justin
41017,2014-04-20,24,4.46,Imzg-UhRBKoNY2yKKKKdcQ,Michael
41039,2013-10-13,1128,3.7,jnB_saJqNfOmVoCWquhAzg,Bilal
41051,2009-09-27,16,2.88,zF4ZfZ0XHqZ7ZdsY7ewtjw,Geoff
41053,2011-05-23,120,3.45,pik2TK2Ad2p9VUZObFYs8A,Raghida
41082,2011-04-30,156,3.78,-dbWm5L_Ol2hZeLRoQOK7w,Mel
41084,2011-01-24,823,3.12,augJQotyLB503iq1gVJ_tg,Coy
41091,2015-11-14,63,3.63,VR7KtCgDbt5WZHuMXwx6cQ,Robert
41105,2011-12-25,159,3.68,DuzZ68TZWlQ3mALJZ0ASVQ,Karmen
41112,2016-06-13,10,3.3,e3k5B_Ty37AL1CLsZrkxAA,Cherisse
41114,2015-08-08,30,4.32,eRF0Ufg2NzvwKJOpnSHB-w,Eric
